41.0396 	 3.114368 
55.055 	 1.438081 
57.0342 	 1.569263 
65.039 	 1.945579 
77.0387 	 6.238072 
79.0542 	 3.572653 
84.0804 	 1.033146 
91.0542 	 52.75058 
93.0695 	 4.831676 
94.0648 	 1.688755 
103.0537 	 9.726212 
104.0614 	 6.524626 
105.069 	 1.070446 
115.0533 	 4.387505 
117.069 	 32.90551 
119.0849 	 100 
131.0816 	 1.055685 
132.0798 	 3.412345 
